SppCode,Genus,Species Name,Common Name
SADR,Sapindus,saponaria drummondii,Western soapberry
TIHE,Tilia,americana v heterophylla,White basswood
ULPAEV,Ulmus,parvifolia 'Evergreen',Chinese evergreen elm
ULPADR,Ulmus,parvifolia Drake,Drake chinese elm
ULPAEM,Ulmus,parvifolia Emer II,Emerald vase chinese elm
SOHUCF,Sorbus,hupehensis v coral fire,Mountain ash 'Coral Fire'
SOHUCQ,Sorbus,hupehensis v columbia,Mtn ash 'Columbia Queen'
WIFLRO,Wisteria,floribunda v rosea,Rose wisteria
SABA1PE,Salix,babylonica pekinensis,Peking Willow
CULUBE,Cupressus,lusitanica benthamii,Bentham's Cypress
PYCAAR,Pyrus,calleryana 'Aristocrat',Callery pear 'Aristocrat'
PYCABR,Pyrus,calleryana 'Bradford,Callery pear 'Bradford'
PYCACA,Pyrus,calleryana 'Capital',Callery pear 'Capital'
PYCACH,Pyrus,calleryana 'Chanticleer',Callery pear Chanticleer
PYCARS,Pyrus,calleryana 'Red Spire',Callery pear 'Redspire'
PYCATR,Pyrus,calleryana 'Trinity',Callery pear 'Trinity'
PYCAWH,Pyrus,calleryana 'Whitehouse',Callery pear Whitehouse
PRLY,Prunus,ilicifolia ssp. lyonii,Catalina cherry
PRCE2,Prunus,cerasifera var. nigra,Ciruelo rojo
PYCACL,Pyrus,calleryana 'Cleveland',Cleveland pear
ACLOSO,Acacia,longifolia sophorae,Coastal wattle
PLORDI,Platanus,orientalis digitata,Cut leaf plane
EUCLNA,Eucalyptus,cladocalyx nana,Dwarf Sugar gum
CUMAAU,Cupressus,macrocarpa aurea,Golden montery cypress
KOPAFA,Koelreuteria,paniculata Fastigiata,Goldenrain 'Fastigiata'
FIMINI,Ficus,microcarpa nitida,Green indian laurel fig
FIMINI1,Ficus,microcarpa nitida v Grn Gem,Grn gem indian laurel fig
FIMIHI,Ficus,microcarpa hillii,Hill's weeping fig
CRCRIN,Crataegus,crusÅ]galli 'Inermis',Inermis cockspur hawthorn
PRCEKV,Prunus,cerasifera Krauter Vesuvius,Krauter vesuvius plum
EULEME,Eucalyptus,leucoxylon mglocrpa,Large fruit yellow gum
PLACBL,Platanus,acerifolia 'Bloodgood',Lndon planetree Bloodgood
PLACCO,Platanus,acerifolia 'Columbia',London planetree Columbia
LITUFA,Liriodendron,tulipifera Fastigiatum,Narrow Tulip Tree
ACLOLO,Acacia,longifolia longifolia,Sallow wattle
PRVISH,Prunus,virginiana 'Shubert',Shubert chokecherry
GOYUSS,Gordonia,yunnanense Silk Screen,Silk Screen Gordonia
EUPA3PA,Eucalyptus,pauciflora pauci.,Snow gum
JUSI,Juniperus,virginiana silicicol,Southern redcedar
PRCETH,Prunus,cerasifera 'Thundercloud',Thundercloud purple plum
SAMA1,Salix,matsundana tortuosa,Tortured willow
EUWO1,Eucalyptus,woodwardii x torquata,Torwood Gum
LITUAU,Liriodendron,tulipifera Aureomargin,Varigated Tulip Tree
POLO21PE,Polyalthia,longifolia pendula,Weeping Mast Tree
CEOC3,Cercis,canadensis v texensis,Western redbud
EUPA3NI,Eucalyptus,pauciflora niphophila,White Sallee
EULELE,Eucalyptus,leucoxylon leuc.,Yellow gum
POBABA,Populus,balsamifera ssp balsamifera,Balsam poplar Balsamifera
PIUM1VA,Pisonia,umbellifera Variegata,BirdÅ]lime
POTR2,Populus,balsamifera trichocarp,Brayshaw black cottonwood
PHBACA,Phyllostachys,bambusoides Castillon,Castillon Bamboo
PITE11VA,Pittosporum,tenuifolium vrgtd.,Cheesewood
CRPI1MA,Crataegus,pinnatifida major,Chinese Haw
ACPLCO,Acer,platanoides 'Columnare',Columnar maple
ACPLCK,Acer,platanoides 'Crimson King',Crimson king norway maple
ACPLFA,Acer,platanoides 'Fairview',Fairview norway maple
FOVIKO,Forsythia,viridissima koreana,Forsythia viridi. Koreana
LIOVAU,Ligustrum,ovalifolium aurea,Golden privet
GLTRIM,Gleditsia,triacanthos 'Imperial',Imperial honeylocust
PITE11JS,Pittosporum,tenuifolium JamesStrlng,James Stirlng Pittosporum
BUMI1KO,Buxus,microphylla koreana,Korean box tree
PITE11LI,Pittosporum,tenuifolium Limelight,Limelight
MAGRLG,Magnolia,grandiflora Little Gem,Little Gem South Magnolia
LISTMO,Liquidambar,styracifula 'Moraine',Moraine Sweetgum
EUSIRO,Eucalyptus,sideroxylon Rosea,Mugga
GLTRPS,Gleditsia,triacanthos 'Prarie Silk',Prarie Silk honeylocust
ACPLQE,Acer,platanoides 'Queen Eliz',Queen eliz norway maple
ACPLSC,Acer,platanoides 'Schwedleri',Schwedleri norway maple
GLTRSH,Gleditsia,triacanthos 'Shademaster',Shademaster honeylocust
GLTRSU,Gleditsia,triacanthos 'Sunburst',Sunburst honeylocust
PIEUVA,Pittosporum,eugenioides vrgtd.,Variegated pittosporum
ULCOFA,Ulmus,cornubiensis fastigiata,Cornish elm
ULCAHO,Ulmus,carpinifolia 'Hollandica',Smoothleaf elm
ROPSPR,Robinia,pseudoacacia 'Purple Robe',Black locust Purple Robe
CUSEGL,Cupressus,sempervirens glauca,Blue Pencil Pine
EUMA3CA,Eucalyptus,macrorhyncha cannonii,Capertee Stringybark
POEUNI,Populus,euramericana x nigra,Crows Nest poplar
FRAN2AN,Fraxinus,angustifolia angus.,Desert ash
FIMAAL,Ficus,maclellandii v alii,Dwarf rubber plant
EUTEME,Eucalyptus,tereticornis mediana,Gippsland Red Gum
ROPSFR,Robinia,pseudoacacia Frisia,Golden Black Locust
LOGR1RI,Lophostemon,grandifloris riparus,Northern Swamp Box
FRANRW,Fraxinus,angustifolia 'Raywood',Raywood ash
EUPOPO,Eucalyptus,polyanthemos poly.,Red box
ROPSUM,Robinia,pseudoacacia Umbraculisera,Robinia Mop Top
EUCAOV,Eucalyptus,camaldulensis x ovata,Eucalyptus camaldulensis
FRPEMA,Fraxinus,pennsylvanica 'Marshall',Marshall ash
FRPEPA,Fraxinus,pennsylvanica 'Patmore',Patmore ash
EUCA1OV,Eucalyptus,camaldulensis ovata,River red gum
FRPESG,Fraxinus,pennsylvanica 'Shrwd Glen',Sherwood glen green ash
FRPESU,Fraxinus,pennsylvanica 'Summit',Summit ash
ACPSSP,Acer,pseudoplatanus 'Spaethii',Spaethii sycamore maple
SAUV,Rubus,depavitus,Bearberry willow
SABE,Rubus,idaeus,Bebb willow
SABE4,Rubus,sceleratus,Bebb's willow
SABE5,Rubus,recurvicaulis,Beschel's willow
RUFL6,Salix,lasiolepis,Big blackberry
RUPR5,Salix,athabascensis,Birmingham blackberry
RUOC,Salix,serissima,Black raspberry
SANI,Salix,pyrifolia,Black willow
RUPA8,Salix,barclayi,Blackberry
RUBL2,Salix,barrattiana,Blanchard's dewberry
SAMY,Rubus,bartonianus,Blueberry willow
SAPE2,Salix,viminalis,Bog willow
SABO,Rubus,exeter,Bonpland willow
SABO2,Salix,myricoides,Booth's willow
RUBO,Salix,uva-ursi,Boynton's dewberry
RUSU4,Salix,bebbiana,Branched blackberry
SABR2,Rubus,florulentus,Brewer's willow
RUNO2,Rubus,probativus,Bristle berry
RUHI,Rubus,occidentalis,Bristly dewberry
RUDI3,Salix,nigra,Bristly oswego blackberry
RUBU,Rubus,blanchardianus,Burnham's blackberry
RUBU2,Salix,myrtillifolia,Bush's blackberry
RUFR5,Salix,pedicellaris,Cacapon river blackberry
RUUR,Salix,bonplandiana,California blackberry
SACA6,Salix,boothii,Cascade willow
RUOR4,Rubus,boyntonii,Cold spring blackberry
RUCO9,Rubus,suus,Conanicut blackberry
RURO4,Salix,breweri,Connecticut blackberry
SAMA,Rubus,notatus,Corkscrew willow
SACA3,Rubus,hispidus,Costal plain willow
SAFR,Rubus,dissimilis,Crack willow
RUCO4,Rubus,burnhamii,Cultivated raspberry
RUNI,Rubus,bushii,Dark raspberry
RUFE,Rubus,fryei,Dc dewberry
RUDE4,Rubus,ursinus,Deam's dewberry
SADE2,Salix,cascadensis,Del norte willow
RUDE,Rubus,originalis,Delicious raspberry
RUOR5,Rubus,conanictuensis,Desert island blackberry
RUMU4,Rubus,rossbergianus,Devil's blackberry
SAIR,Salix,matsudana,Dewystem willow
SAER,Salix,caroliniana,Diamond willow
SAPL2,Salix,fragilis,Diamondleaf willow
SADI3,Rubus,coronarius,Dieck's willow
RUTH,Rubus,nigerrimus,Domeshape dewberry
SADR2,Rubus,fecundus,Drummond's willow
SAME2,Rubus,deamii,Dusky willow
RUPU4,Salix,delnortensis,Eagle rock blackberry
SAAU9,Rubus,deliciosus,Eared willow
RUDE6,Rubus,ortivus,Eclipse blackberry
SAEH,Rubus,multispinus,Ehrhart's willow
SAEL,Salix,irrorata,Elaeagnus willow
RUUL,Salix,eriocephala,Elmleaf blackberry
RUCA,Salix,planifolia,European dewberry
RUGE,Rubus,tholiformis,False himalayan berry
SAPS,Salix,drummondiana,False mountain willow
SAFA,Salix,melanopsis,Farr's willow
RUEX2,Rubus,pubifolius,Fenceline dewberry
SAPS8,Salix,aurita,Firmleaf willow
SAFL,Rubus,defectionis,Florida willow
SAGE2,Salix,elaeagnos,Geyer's willow
RUGL2,Rubus,ulmifolius,Glandstem blackberry
SAGL3,Rubus,caesius,Glatfelter's willow
SACA4,Rubus,geniculatus,Goat willow
SAGO,Salix,pseudomonticola,Goodding's willow
RUNA,Salix,farriae,Grand lake blackberry
SAGL,Rubus,exsularis,Grayleaf willow
SAGR7,Salix,pseudomyrsinites,Gray's willow
RUTH2,Salix,floridana,Great britain blackberry
RUPE9,Salix,geyeriana,Great lakes dewberry
RUPR9,Rubus,glandicaulis,Groundberry
RUPL2,Salix,caprea,Hairyleaf dewberry
SAHA,Salix,gooddingii,Halberd willow
RURU2,Rubus,navus,Halifax blackberry
RUSE4,Salix,glauca,Harsh dewberry
RUHA,Rubus,thyrsoides,Hawai'i blackberry
SACO,Rubus,perspicuus,Heart leaved willow
RUOS,Rubus,provincialis,Highbush blackberry
RUUC,Rubus,plus,Hillsborough blackberry
RUBI,Salix,hastata,Himalayan berry
RUDI2,Rubus,russeus,Himalayan blackberry
SAHO,Rubus,severus,Hooker willow
RUST7,Rubus,hawaiensis,Horseshoe lake dewberry
SAHU,Salix,cordata,Humboldt's willow
SARU3,Rubus,ostryifolius,Hybrid crack willow
RUCE2,Rubus,ucetanus,Illinois dewberry
RUIT,Rubus,bifrons,Ithaca blackberry
RURO5,Rubus,discolor,James river blackberry
SAJE,Salix,hookeriana,Jepson's willow
RUMU2,Rubus,stipulatus,Kinnickinnick dewberry
RUBE,Salix,humboldtiana,Kittatinny blackberry
SAKO3,Rubus,centralis,Kori-yanagi
SACI,Rubus,ithacanus,Large gray willow
RUMA,Rubus,rosarius,Largeleaf blackberry
SAPE,Salix,jepsonii,Laurel leaved willow
RUFR3,Rubus,multifer,Leafy blackberry
SALE2,Rubus,bellobatus,Lemmon's willow
RUTR6,Salix,koriyanagi,Lookout mtn blackberry
RUBI4,Salix,cinerea,Lowland blackberry
RURO2,Rubus,macrophyllus,Lucretia dewberry
RULU,Salix,pentandra,Manatee dewberry
RUFL4,Rubus,frondisentis,Manyflower blackberry
SAPE5,Salix,lemmonii,Meadow willow
RUDE7,Rubus,trux,Morgantown blackberry
SAEA,Rubus,bigelovianus,Mountain willow
RUCL,Rubus,roribaccus,Mt. vernon dewberry
RUBI2,Rubus,lucidus,Nantucket blackberry
SAEX,Rubus,floricomus,Narrowleaf willow
RUGU,Salix,petiolaris,New brunswick blackberry
RUNO3,Rubus,densissimus,New england dewberry
RUPO2,Salix,eastwoodiae,New london dewberry
RUNE,Rubus,clarus,New mexico raspberry
RUSO,Rubus,bicknellii,New orleans dewberry
RUNO4,Salix,exigua,New york blackberry
RUOB2,Rubus,gulosus,New york dewberry
RUFR2,Rubus,novanglicus,Northeastern dewberry
RUFL,Rubus,positivus,Northern dewberry
SASE3,Rubus,neomexicanus,Northwest sandbar willow
RUSE2,Rubus,sons,Nova scotia dewberry
RUOK,Rubus,noveboracus,Oklahoma blackberry
RUMU5,Rubus,obsessus,Oldfield dewberry
SAMO4,Rubus,fraternalis,Onecolor willow
RUFU4,Rubus,flagellaris,Openground dewberry
SAPR7,Salix,sessilifolia,Ouray willow
RUSI4,Rubus,segnis,Palmleaf dewberry
SAMO2,Rubus,oklahomus,Park willow
RUPA9,Rubus,mundus,Parlin's dewberry
RUBI3,Salix,monochroma,Pasture dewberry
RUPE3,Rubus,furtivus,Pennsylvania blackberry
RUPE8,Rubus,sieboldii,Persistent blackberry
RUPH2,Salix,monticola,Philadelphia blackberry
RUPL,Rubus,parlinii,Plaitleaf dewberry
RURA2,Rubus,biformispinus,Plymouth blackberry
RUPO,Rubus,pensilvanicus,Pocono plateau dewberry
RUGN,Rubus,persistens,Pollock's mill blackberry
SAHU2,Rubus,philadelphicus,Prairie willow
RUNE2,Rubus,plicatifolius,Prickless dewberry
RUPU5,Rubus,randolphiorum,Pugnacious blackberry
RUOD,Rubus,porteri,Purpleflowering raspberry
SAPU2,Rubus,gnarus,Purpleosier willow
SADI,Salix,humilis,Pussy willow
RUPR6,Rubus,nefrens,Queensland raspberry
RURA,Rubus,pugnax,Racemed dewberry
RURE,Rubus,odoratus,Recurved blackberry
SALA3,Salix,purpurea,Red willow
SARI4,Salix,discolor,Richardson's willow
RURI,Rubus,probus,Rio grande dewberry
SAFL2,Rubus,racemiger,River willow
SAVE,Rubus,recurvans,Rock willow
RURO3,Salix,laevigata,Rose blackberry
SARU2,Salix,richardsonii,Rubella willow
RURY,Rubus,riograndis,Rydberg's blackberry
SACA2,Salix,fluviatilis,Sageleaf willow
SAPE9,Salix,vestita,Salix x peasei
RUSP,Rubus,rosa,Salmonberry
RUGL,Rubus,rydbergianus,San diego raspberry
RUCU,Salix,candida,Sand blackberry
SAIN3,Rubus,spectabilis,Sandbar willow
SAPE3,Rubus,glaucifolius,Satiny willow
RUIC,Rubus,cuneifolius,Savannah dewberry
RUSC3,Salix,interior,Schoolcraft's dewberry
SASC,Salix,pellita,Scouler willow
RUSE,Rubus,ictus,Setose blackberry
RUSE6,Rubus,schoolcraftianus,Seward's blackberry
SALU,Salix,scouleriana,Shining willow
SABR,Rubus,setosus,Shortfruit willow
RUCU4,Rubus,sewardianus,Shortstalk dewberry
RUEL2,Salix,lucida,Showy blackberry
SAOR,Salix,brachycarpa,Sierra willow
SASE,Rubus,curtipes,Silky willow
SASM2,Rubus,elegantulus,Silky-leaf osier
SASI2,Salix,orestera,Sitka willow
SAHE2,Salix,sericea,Snowbed willow
RUNI4,Salix,sitchensis,Snowpeaks raspberry
SASO4,Salix,herbacea,Solheim's willow
RUTR,Rubus,niveus,Southern dewberry
RUSP4,Rubus,trivialis,Sphagnum blackberry
RUSI2,Rubus,spectatus,Sphagnum dewberry
RUCU3,Rubus,signatus,Sprawling dewberry
RUJA,Rubus,cubitans,Spreading dewberry
RUSC,Rubus,jacens,Springtime dewberry
RUPA7,Rubus,scambens,St. lawrence dewberry
RUST5,Rubus,paganus,Steele's dewberry
SALI,Rubus,steelei,Strapleaf willow
RUSE3,Salix,ligulifolia,Swamp blackberry
RUPL3,Rubus,semisetosus,Tangled dewberry
RUTY,Rubus,plexus,Taylor county blackberry
RUPR3,Rubus,tygartensis,Terra alta blackberry
RUPE7,Rubus,prestonensis,Thicket dewberry
RUPA,Rubus,permixtus,Thimbleberry
RUUN,Rubus,parviflorus,Thornless dewberry
RUTR5,Rubus,uniformis,Threeleaf blackberry
RUTR4,Rubus,triphyllus,Threeleaflet dewberry
RUSA4,Rubus,trifrons,Tolland county blackberry
RUPR4,Rubus,saltuensis,Tree blackberry
RUNO5,Rubus,probabilis,Tuckahoe dewberry
SATW,Rubus,novocaesarius,Tweedy's willow
SACO2,Salix,tweedyi,Undergreen willow
RUPE6,Salix,commutata,Upland blackberry
RUMU3,Rubus,pergratus,Variable blackberry
SAWA,Rubus,multiformis,Waghorn's willow
RUIM,Rubus,immanis,Watauga river blackberry
RUCO3,Rubus,concameratus,West virginia blackberry
RUTA2,Rubus,tardatus,Wet thicket dewberry
RULE,Rubus,leucodermis,Whitebark raspberry
RUFL3,Rubus,flavinanus,Windham county blackberry
RUPH,Rubus,phoenicolasius,Wine raspberry
RURE3,Rubus,regionalis,Wisconsin dewberry
RUOB4,Rubus,obvius,Woodborder dewberry
RUFE2,Rubus,felix,Woodland dewberry
RUTO2,Rubus,tomentosus,Woolly blackberry
RUFR4,Rubus,frondosus,Yankee blackberry
RUEL3,Rubus,ellipticus,Yellow himalaya raspberry
SALU2,Salix,lutea,Yellow willow
SATA,Salix,taxifolia,Yewleaf willow
SOSO,Sorbaria,sorbifolia,False spiraea
SOAR5,Sorbaria,arborea,Giant false spiraea
VIJU,Viminaria,juncea,Golden spray
SASP7,Sanchezia,speciosa,Shrubby whitevein
ROOF,Rosmarinus,officinalis,Rosemary
RUAP1,Ruprechtia,apetala,Ruprechtia apetala
ROGL,Rothmannia,globosa,September Bells
VECU,Verticordia,cunninghamii,Cunningham feather flower
ZAPU2,Zanthoxylum,punctatum,Dotted pricklyash
ZARH,Zanthoxylum,rhoifolium,mamica-de-cadela
ZACH,Zanthoxylum,chiloperone,mamica-de-porca
ZASP,Zanthoxylum,spinifex,Niaragato
ZASC,Zanthoxylum,schinifolium,Sichuan-pepper
ZATH,Zanthoxylum,thomasianum,St. thomas pricklyash
VACA,Vauquelinia,californica,Torrey vauquelinia
SCPA,Schizolobium,parahyba,Brazilian fern tree
UMCA,Umbellularia,californica,California laurel
WAFI,Washingtonia,filifera,California palm
SCGR5,Scolosanthus,grandifolius,Espuela de galan
XACH,Xanthostemon,chrysanthus,Golden Penda
SIDE6,Siphoneugena,densiflora,Hoja menuda
SCPO9,Scolosanthus,portoricensis,Maricao
WARO,Washingtonia,robusta,Mexican fan palm
SCVE4,Scolosanthus,versicolor,Puerto rico devilbrush
SASI,Sarcomelicope,simplicifolia,Big yellowwood
TORA,Toxicodendron,radicans,Poison ivy
TOVE,Toxicodendron,vernix,Poison sumac
TOSU,Toxicocendron,succedaneum,Rhus Tree
STOL,Strobilanthes,oligantha,Strobilanthes oligantha
TRLA1,Trattinnickia,lawrancei,Trattinnickia lawrancei
TOVE1,Toxicodendron,verniciflua,Varnish Tree
TORY,Toxicodendron,rydbergii,Western poison ivy
STCA8,Stachytarpheta,cayennensis,Cayenne porterweed
SYAL,Symphoricarpos,albus,Common snowberry
SYOR,Symphoricarpos,orbiculatus,Coralberry
SYLO,Symphoricarpos,longiflorus,Desert snowberry
SEGI,Sequoiadendron,giganteum,Giant sequoia
TRKA2,Trematolobelia,kauaiensis,Kauai false lobelia
TRMA8,Trematolobelia,macrostachys,Koli'i
TEGY,Tetraplasandra,gymnocarpa,Koolau range 'ohe
TRGR8,Trematolobelia,grandifolia,Largeflower false lobelia
TRSI5,Trematolobelia,singularis,Lavaslope false lobelia
SYGU,Symphoricarpos,guadalupensis,Mckittrick's snowberry
SYOR2,Symphoricarpos,oreophilus,Mountain snowberry
TEWA,Tetraplasandra,waialealae,Mt. waialeale 'ohe
TEOA,Tetraplasandra,oahuensis,'ohe mauka
SYPA,Symphoricarpos,palmeri,Palmer's snowberry
SYMI2,Symphoricarpos,microphyllus,Pink snowberry
SYRO2,Symphoricarpos,rotundifolius,Roundleaf snowberry
SYAC,Symphoricarpos,acutus,Sharpleaf snowberry
SPLE,Sparattosperma,leucanthum,Sparattosperma leucanthum
SYHE,Symphoricarpos,hesperius,Trailing snowberry
SYOC,Symphoricarpos,occidentalis,Wolfberry
EROR,Tabernaemontana,orientalis,Banana Bush
TAFU,Tabernaemontana,fuchsiaefolia,leiteira
TACI,Tabernaemontana,citrifolia,Milkwood
TADI5,Tabernaemontana,divaricata,Pinwheelflower
TALA1,Tabernaemontana,laeta,Tabernaemontana laeta
TAAL4,Tabernaemontana,alba,White milkwood
TEMU2,Terminalia,muelleri,Australian almond
TERE3,Tetramolopium,remyi,Awalua tetramolopium
VIBR2,Viburnum,bracteatum,Bracted arrowwood
TIGR3,Tibouchina,granulosa,Brazilian glorytree
XYFL3,Xylosma,flexuosa,Brushholly
VIBU3,Viburnum,buddleifolium,Buddlejaleaf viburnum
VAOV1,Vaccinium,ovatum,California huckleberry
TACA9,Tamarix,canariensis,Canary island tamarisk
TECA8,Tecoma,capensis,Cape honeysuckle
THST2,Thouinia,striata,Ceboruquillo
TECA9,Tecoma,castanifolia,Chestnutleaf trumpetbush
TIEU2,Tilia,euchlora,Crimean linden
TACH2,Tamarix,chinensis,Fivestamen tamarisk
TECO5,Tetramolopium,consanguineum,Forest tetramolopium
TEOR1,Telopea,oreades,Gippsland Waratah
TEIV2,Terminalia,ivorensis,Ivory coast almond
THPE3,Thevetia,peruviana,Luckynut
TEST3,Ternstroemia,stahlii,Mamey de cura
TEAR3,Tetramolopium,arenarium,Maui tetramolopium
YUGL2,Yucca,gloriosa,Moundlily yucca
VAUL2,Valeriana,uliginosa,Mountain valerian
TETE5,Tetramolopium,tenerrimum,Oahu tetramolopium
VADE2,Vaccinium,dentatum,Ohelo
TELU2,Ternstroemia,luquillensis,Palo colorado
TECA7,Tetramolopium,capillare,Pamakani
VAGL2,Vallesia,glabra,Pearlberry
VAST3,Vanclevea,stylosa,Pillar false gumweed
ZACA3,Zanthoxylum,caribaeum,Prickly yellow
TEBI2,Tetrazygia,biflora,Puerto rico clover ash
TEFI2,Tetramolopium,filiforme,Ridgetop tetramolopium
TAAR6,Tamarix,aralensis,Russian tamarisk
TEHE3,Ternstroemia,heptasepala,Saintedwood
XYSC3,Xylosma,schwaneckeana,Schwaneck's logwood
VAMY3,Vaccinium,myrsinites,Shiny blueberry
TEFR3,Teucrium,fruticans,Shrubby germander
TAPA2,Tamarix,parviflora,Small flower tamerisk
VAVI2,Vaccinium,virgatum,Smallflower blueberry
TECO6,Tetramolopium,conyzoides,Smallhead tetramolopium
XYPA2,Xylosma,pachyphylla,Spiny logwood
TEAN2,Tetrazygia,angustifolia,Stinkingfish
TAMU2,Tachigali,multijuga,Tachigali multijuga
TAPA3,Tachigali,paratyensis,Tachigali paratyensis
TATE7,Tamarix,tetragyna,Tamarix tetragyna
VAAN3,Vallesia,antillana,Tearshrub
TEIN5,Tetrapterys,inaequalis,Tetrapterys inaequalis
ZAHI2,Zanthoxylum,hirsutum,Texas hercules' club
ZAPA2,Zanthoxylum,parvum,Tickletongue
VASI2,Vaccinium,simulatum,Upland highbush blueberry
VAMA5,Vangueria,madagascariensis,Voa vanga
TELE2,Tetramolopium,lepidotum,Waianae tetramolopium
TECA5,Tephrosia,candida,White hoarypea
XYSC2,Xylosma,schaefferioides,White logwood
SIAL13,Sideroxylon,alachuense,Alachua bully
SEMO11,Senna,monozyx,Andean senna
ROVI80,Rosa,villosa,Apple rose
SAAR14,Salix,arizonica,Arizona willow
SOGY80,Sophora,gypsophila,Guadalupe mtn necklacepod
SILA20,Sideroxylon,lanuginosum,Gum bully
VILA11,Viburnum,lantanoides,Hobblebush
VIDI80,Viburnum,dilatatum,Linden arrowwood
SCMO10,Schefflera,morototonii,Matchwood
RUVI11,Rubus,vigilis,Missouri blackberry
SPCA10,Spiraea,cantoniensis,Reeves' meadowsweet
VIRO80,Vitex,rotundifolia,Roundleaf chastetree
SAMI10,Sageretia,minutiflora,Sm-flower mock buckthorn
SESU10,Senna,sulfurea,Smooth senna
STIN12,Stephanandra,incisa,Stephanandra
VISE14,Viburnum,setigerum,Tea viburnum
SADO12,Sagraea,domingensis,Woodland hogwood
CLFL1,Clusia,fluminensis,abano
ABCO1,Abarema,cochliacarpos,"Abarema cochliacarpos"
AB4,Abarema,,"abarema spp"
AB1,Abelia,,"abelia spp"
ABCH,Abelia,chinensis,"Abelia"
ABPI,Abies,pinsapo,"Abeto de espa—a"
OULI,Ouratea,littoralis,Abey amarillo
POTO2,Pouteria,torta,abiu
ATVE,Atriplex,vesicaria,Aboriginal saltbush
KRIX,Krameria,ixine,Abrojo colorado
ABME,Abutilon,megapotamicum,"Abutilon megapotamicum"
ALLE,Albizia,lebbeck,Acacia amarilla
ACAN2,Acacia,anfractuosa,Acacia anfractuosa
ACCH1,Acacia,chrysella,Acacia chrysella
ACCU2,Acacia,curvinervia,Acacia curvinervia
ACDE4,Acacia,dempsteri,Acacia dempsteri
ACFI1,Acacia,filifolia,Acacia filifolia
ACHE1,Acacia,heteroclita,Acacia heteroclita
ACHU,Acacia,humifusa,Acacia humifusa
ACIX,Acacia,ixiophylla,Acacia ixiophylla
ACQU,Acacia,quadrilateralis,Acacia quadrilateralis
ACRE,Acacia,recifiens,Acacia recifiens
ACRE1,Acacia,retivenia,Acacia retivenia
ACRO2,Acacia,roycei,Acacia roycei
ACUM,Acacia,umbellata,Acacia umbellata
ACUN,Acacia,uncifera,Acacia uncifera
ACVI,Acacia,visco,Acacia visco
ACWI2,Acacia,wiseana,Acacia wiseana
PIRA3,Pilocarpus,racemosus,Aceitillo
SITU,Simarouba,tulae,Aceitillo falso
SYMI3,Symplocos,micrantha,Aceitunilla
PIAC6,Piptocoma,acevedoi,Acevedo's velvetshrub
GAGA,Garcinia,gardneriana,achacha
ALLA,Alchornea,latifolia,Achiotillo
LUDI,Luehea,divaricata,AcoitaÅ]cavalo
LUCA,Luehea,candicans,acoitaÅ]cavaloÅ]miudo
LUGR,Luehea,grandiflora,acoitaÅ]grandiflora
ACLE5,Acosmium,lentiscifolium,Acosmium lentiscifolium
ACVE5,Actinostemon,verticillata,Actinostemon verticillata
ADFL,Adenaria,floribunda,Adenaria floribunda
AD7,Adonidia,,Adonidia spp
CRCO7,Crataegus,compta,Adorned hawthorn
AEME,Aegiphila,mediterranea,Aegiphila mediterranea
AECH,Aesculus,chinensis,Aesculus chinensis
